smiles,wxid,subset,reagent_id
Cc1cc(B2OC(C)(C)C(C)(C)O2)c[nH]c1=N,BT0216,BT,BT0216_BT
CC1(C)OB(c2cccc(NC(=O)CN3CCOCC3)c2)OC1(C)C,BT0219,BT,BT0219_BT
CN(C)S(=O)(=O)c1ccc(B(O)O)cc1F,BT0220,BT,BT0220_BT
CC1CCN(S(=O)(=O)c2ccc(B(O)O)cc2F)CC1,BT0221,BT,BT0221_BT
OB(O)c1cncc2cc[nH]c12,BT0223,BT,BT0223_BT
CC1(C)OB(c2ccc3oncc3c2)OC1(C)C,BT0224,BT,BT0224_BT
CCCN(CCC)S(=O)(=O)c1cccc(B(O)O)c1,BT0225,BT,BT0225_BT
CC1(C)OB(c2ccc(OCc3ccccc3F)cc2)OC1(C)C,BT0227,BT,BT0227_BT
CCN(CC)CCS(=O)(=O)Nc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,BT0228,BT,BT0228_BT
COCc1cc(F)ccc1B(O)O,BT0229,BT,BT0229_BT
CN1CCN(Cc2ccc(F)c(B(O)O)c2)CC1,BT0233,BT,BT0233_BT
Cc1cc(B(O)O)cc(C)c1S(=O)(=O)N(C)C,BT0242,BT,BT0242_BT
CCN1CCN(CC(=O)Nc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1,BT0246,BT,BT0246_BT
CC1(C)OB(c2cnn(CC3CC(F)(F)C3)c2)OC1(C)C,BT0249,BT,BT0249_BT
CN1CCN(C(=O)Nc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1,BT0250,BT,BT0250_BT
COc1ccc(CSc2ccc(B(O)O)cc2)cc1,BT0261,BT,BT0261_BT
CCNC(=O)Nc1ccc(B2OC(C)(C)C(C)(C)O2)cn1,BT0264,BT,BT0264_BT
CC1(C)OB(c2ccc(NC(=O)Oc3ccccc3)cc2)OC1(C)C,BT0273,BT,BT0273_BT
Cc1[nH]nc2c(B(O)O)cccc12,BT0274,BT,BT0274_BT
OB(O)c1ccccc1COc1cc(F)cc(F)c1,BT0278,BT,BT0278_BT
CC1(C)OB(c2cccc(NC(=O)NC3CCCCC3)c2)OC1(C)C,BT0279,BT,BT0279_BT
CC1(C)OB(c2cnn(CCN3CCC3)c2)OC1(C)C,BT0283,BT,BT0283_BT
CCN(CC)S(=O)(=O)c1c(C)cc(B(O)O)cc1C,BT0286,BT,BT0286_BT
CN1CCN(S(=O)(=O)c2ccc(B(O)O)cc2F)CC1,BT0287,BT,BT0287_BT
Cc1c[nH]c2cc(B3OC(C)(C)C(C)(C)O3)ccc12,BT0292,BT,BT0292_BT
O=S(=O)(NC1CC1)c1ccc(B(O)O)cc1F,BT0293,BT,BT0293_BT
CC1(C)OB(c2ccc(NC(=O)Nc3ncccn3)cc2)OC1(C)C,BT0296,BT,BT0296_BT
CC1CCN(Cc2cccc(B(O)O)c2)CC1,BT0307,BT,BT0307_BT
CC1(C)OB(c2cccc(NC(=O)NC3CCCC3)c2)OC1(C)C,BT0308,BT,BT0308_BT
CCS(=O)(=O)NCc1ccc(B(O)O)cc1,BT0309,BT,BT0309_BT
CC(C)(O)C(C)(C)OB(O)c1ccc2c(c1)CCCN2,BT0313,BT,BT0313_BT
CCN1CCN(Cc2ccc(B(O)O)cc2)CC1,BT0314,BT,BT0314_BT
CC1(C)OB(c2ccc(S(=O)(=O)Nc3ccccc3)cc2)OC1(C)C,BT0315,BT,BT0315_BT
CC1(C)OB(c2ccc(NS(=O)(=O)N3CCOCC3)cc2)OC1(C)C,BT0318,BT,BT0318_BT
CONS(=O)(=O)c1cccc(B(O)O)c1,BT0324,BT,BT0324_BT
CN(C)CC(=O)Nc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,BT0326,BT,BT0326_BT
COCc1ccc(F)cc1B(O)O,BT0327,BT,BT0327_BT
OB(O)c1ccc(CN2CCSCC2)c(F)c1,BT0329,BT,BT0329_BT
COc1ccccc1NC(=O)c1ccc(B(O)O)cc1,BT0331,BT,BT0331_BT
Cc1cc2c(cnn2C)cc1B1OC(C)(C)C(C)(C)O1,BT0332,BT,BT0332_BT
CC1(C)OB(c2ccc(NC(=O)CN3CCCC3)cc2)OC1(C)C,BT0333,BT,BT0333_BT
CC1(C)OB(c2cccc(OCc3ccccc3C#N)c2)OC1(C)C,BT0335,BT,BT0335_BT
Cc1ccc(B(O)O)cc1OCCCF,BT0337,BT,BT0337_BT
CC(C)NC(=O)Nc1cccc(B2OC(C)(C)C(C)(C)O2)c1,BT0346,BT,BT0346_BT
CC1(C)OB(c2ccc3c(O)ncnc3c2)OC1(C)C,BT0347,BT,BT0347_BT
O=C(NC1CC1)c1cc(B(O)O)ccc1F,BT0349,BT,BT0349_BT
COc1ccc(CNC(=O)c2cccc(B(O)O)c2)cc1,BT0351,BT,BT0351_BT
Cc1cc(B(O)O)cc(C)c1S(=O)(=O)NC1CCCC1,BT0354,BT,BT0354_BT
CC(C)OCc1cc(B(O)O)ccc1F,BT0357,BT,BT0357_BT
CC1CCN(C(=O)Nc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1,BT0363,BT,BT0363_BT
OB(O)c1cccc2ncnn12,BT0369,BT,BT0369_BT
OB(O)c1cc(O)cc2ccccc12,BT0370,BT,BT0370_BT
CN(C)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1,BT0374,BT,BT0374_BT
Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,BT0380,BT,BT0380_BT
CC1(C)OB(c2cccc(OC(F)F)c2)OC1(C)C,BT0381,BT,BT0381_BT
CC1(C)OB(c2cc(OC(F)F)ccc2F)OC1(C)C,BT0384,BT,BT0384_BT
CC1(C)OB(c2ccc(C3CC3)cc2F)OC1(C)C,BT0390,BT,BT0390_BT
CC1(C)OB(c2ccc([N+](=O)[O-])c3ccccc23)OC1(C)C,BT0392,BT,BT0392_BT
CS(=O)(=O)n1cc(B(O)O)cn1,BT0399,BT,BT0399_BT
CC1(C)OB(c2ccn3cnnc3c2)OC1(C)C,BT0403,BT,BT0403_BT
CCc1ccc(B2OC(C)(C)C(C)(C)O2)cn1,BT0408,BT,BT0408_BT
Cc1cc(B2OCC(C)(C)CO2)ccc1F,BT0410,BT,BT0410_BT
Cc1cc(B(O)O)cnc1N(C)C(=O)c1ccccc1,BT0412,BT,BT0412_BT
OB(O)c1cnc2[nH]cnc2c1,BT0414,BT,BT0414_BT
CC1(C)OB(c2ccc3ccoc3c2)OC1(C)C,BT0419,BT,BT0419_BT
CNc1ncc(B2OC(C)(C)C(C)(C)O2)cc1C#N,BT0420,BT,BT0420_BT
COc1cncc(B2OC(C)(C)C(C)(C)O2)n1,BT0425,BT,BT0425_BT
CC1(C)OB(c2ccc(N3CCCC3=O)nc2)OC1(C)C,BT0427,BT,BT0427_BT
Cc1c(B2OC(C)(C)C(C)(C)O2)cccc1S(C)(=O)=O,BT0432,BT,BT0432_BT
CC(C)c1cc(B2OC(C)(C)C(C)(C)O2)cc(C(C)C)c1,BT0434,BT,BT0434_BT
Cc1nocc1B(O)O,BT0436,BT,BT0436_BT
CN1CCN(c2cccc(B(O)OC(C)(C)C(C)(C)O)c2)CC1,BT0438,BT,BT0438_BT
CCc1cc(B(O)O)ccc1O,BT0440,BT,BT0440_BT
CC1(C)OB(c2ccc(C#N)c3ccccc23)OC1(C)C,BT0441,BT,BT0441_BT
Cc1cc(CN2CCOCC2)ccc1B(O)O,BT0446,BT,BT0446_BT
Cc1ccc(B2OCC(C)(C)CO2)c2ccccc12,BT0452,BT,BT0452_BT
CC1(C)OB(c2cccc3nn(C4CCCCO4)cc23)OC1(C)C,BT0455,BT,BT0455_BT
CC1(C)OB(c2ccc3nccn3n2)OC1(C)C,BT0456,BT,BT0456_BT
CC(=O)n1cc(B(O)O)cn1,BT0457,BT,BT0457_BT
CC1(C)OB(c2cnn(C3CCCCO3)n2)OC1(C)C,BT0459,BT,BT0459_BT
CC1(C)OB(c2ccc(C(F)F)nc2)OC1(C)C,BT0460,BT,BT0460_BT
CN=c1cc(B2OC(C)(C)C(C)(C)O2)cc[nH]1,BT0473,BT,BT0473_BT
CNCc1ccccc1B(O)O,BT0479,BT,BT0479_BT
COCCN1CCc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,BT0480,BT,BT0480_BT
COCCc1ccccc1B(O)O,BT0484,BT,BT0484_BT
CC1(C)COB(c2ccc(F)cc2)OC1,BT0486,BT,BT0486_BT
CCCCC[C@H]1CC[C@H](c2ccc(B(O)O)c(F)c2)CC1,BT0491,BT,BT0491_BT
CC(C)(CO)Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1,BT0492,BT,BT0492_BT
O=C(Nc1cccc(B(O)O)c1)c1ccccc1,BT0494,BT,BT0494_BT
O=C(Nc1nn[nH]n1)c1cccc(B(O)O)c1,BT0498,BT,BT0498_BT
OB(O)c1cc(F)c(F)c(F)c1F,BT0503,BT,BT0503_BT
COc1cc(C#N)ccc1B1OC(C)(C)C(C)(C)O1,BT0504,BT,BT0504_BT
O=c1[nH]c2cc(B(O)O)ccc2o1,BT0511,BT,BT0511_BT
CCCCN=c1ncc(B2OC(C)(C)C(C)(C)O2)c[nH]1,BT0515,BT,BT0515_BT
CC(C)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1F,BT0516,BT,BT0516_BT
COCC(=O)Nc1cc(B2OC(C)(C)C(C)(C)O2)ccn1,BT0520,BT,BT0520_BT
CN(Cc1ccccc1)c1ccc(B(O)O)cn1,BT0526,BT,BT0526_BT
O=C(Nc1nn[nH]n1)c1ccc(B(O)O)cc1,BT0528,BT,BT0528_BT
CC(C)Nc1cc(B2OC(C)(C)C(C)(C)O2)ccn1,BT0530,BT,BT0530_BT
CN=c1ncc(B2OC(C)(C)C(C)(C)O2)c[nH]1,BT0533,BT,BT0533_BT
OB(O)C1=Cc2ccccc2C1,BT0542,BT,BT0542_BT
CC1(C)OB(c2ccc(Nc3nc4ccccc4s3)cc2)OC1(C)C,BT0543,BT,BT0543_BT
COc1cc(C)c(B(O)O)c(OC)c1,BT0550,BT,BT0550_BT
CC1(C)OB(c2cc(F)c(C(F)(F)F)c(F)c2)OC1(C)C,BT0551,BT,BT0551_BT
Cc1ccc(S(=O)(=O)Cl)cc1C,HU0088,HU,HU0088_HU
O=c1[nH]c2ccc(S(=O)(=O)Cl)cc2o1,HU0106,HU,HU0106_HU
O=S(=O)(Cl)c1cccc(OC(F)F)c1,HU0111,HU,HU0111_HU
CN1C(=O)Cc2cc(S(=O)(=O)Cl)ccc21,HU0173,HU,HU0173_HU
O=S(=O)(Cl)c1c(F)cc(F)cc1F,HU0193,HU,HU0193_HU
CC(O)=Nc1ncc(S(=O)(=O)Cl)s1,HU0233,HU,HU0233_HU
O=S(=O)(Cl)Cc1ccc(Cl)c(Cl)c1,HU0241,HU,HU0241_HU
O=S(=O)(Cl)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,HU0276,HU,HU0276_HU
O=S(=O)(Cl)c1cc2ccccc2s1,HU0285,HU,HU0285_HU
O=S(=O)(Cl)Cc1cc(Cl)cc(Cl)c1,HU0312,HU,HU0312_HU
CCOCCS(=O)(=O)Cl,HU0315,HU,HU0315_HU
O=S(=O)(Cl)c1nccs1,HU0329,HU,HU0329_HU
O=S(=O)(Cl)Cc1ccc(F)cc1F,HU0364,HU,HU0364_HU
N#Cc1ccc(F)c(S(=O)(=O)Cl)c1,HU0378,HU,HU0378_HU
O=S(=O)(Cl)c1ccncc1,HU0382,HU,HU0382_HU
Cc1cc(Br)cc(S(=O)(=O)Cl)c1,HU0391,HU,HU0391_HU
CCOC(=O)c1ccc(S(=O)(=O)Cl)cc1,HU0393,HU,HU0393_HU
Cc1ccc(-c2ccc(S(=O)(=O)Cl)cc2)cc1,HU0402,HU,HU0402_HU
O=C(O)CCc1ccc(S(=O)(=O)Cl)cc1,HU0403,HU,HU0403_HU
Cc1cccc(Cl)c1S(=O)(=O)Cl,HU0451,HU,HU0451_HU
N#Cc1cc(S(=O)(=O)Cl)ccc1Br,HU0491,HU,HU0491_HU
O=C(O)c1ccccc1S(=O)(=O)Cl,HU0512,HU,HU0512_HU
COC(=O)c1ccc(F)c(S(=O)(=O)Cl)c1,HU1394,HU,HU1394_HU
O=S(=O)(Cl)c1ccc2c(c1)CCO2,HU0104,HU,HU0104_HU
O=S(=O)(Cl)c1cccnc1,HU0127,HU,HU0127_HU
Cn1c(=O)n(C)c2cc(S(=O)(=O)Cl)ccc21,HU0876,HU,HU0876_HU
O=S(=O)(Cl)c1ccc(F)cc1F,HU0046,HU,HU0046_HU
Cc1ccc(S(=O)(=O)Cl)c(C)c1,HU0082,HU,HU0082_HU
O=C(O)c1cc(S(=O)(=O)Cl)c(F)cc1Cl,HU0092,HU,HU0092_HU
O=S(=O)(Cl)c1cccc(Cl)c1Cl,HU0054,HU,HU0054_HU
CC(C)S(=O)(=O)Cl,HU0023,HU,HU0023_HU
COC(=O)CCS(=O)(=O)Cl,HU0340,HU,HU0340_HU
O=S(=O)(Cl)c1ccc(F)c(C(F)(F)F)c1,HU0264,HU,HU0264_HU
O=c1ccc2cc(S(=O)(=O)Cl)ccc2o1,HU0204,HU,HU0204_HU
O=S(=O)(Cl)c1ccccc1C(F)(F)F,HU0050,HU,HU0050_HU
O=C(O)c1ccc(F)c(S(=O)(=O)Cl)c1,HU0177,HU,HU0177_HU
O=S(=O)(Cl)C(F)(F)F,HU0022,HU,HU0022_HU
O=S(=O)(Cl)C1CC1,HU0097,HU,HU0097_HU
O=S(=O)(Cl)Cc1ccccc1,HU0025,HU,HU0025_HU
CC(C)CS(=O)(=O)Cl,HU0149,HU,HU0149_HU
O=S(=O)(Cl)c1cccc(Br)c1,HU0059,HU,HU0059_HU
COC(=O)c1sccc1S(=O)(=O)Cl,HU0074,HU,HU0074_HU
CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1,HU0386,HU,HU0386_HU
O=S(=O)(Cl)C1CCCCC1,HU0143,HU,HU0143_HU
O=S(=O)(Cl)c1ccc(F)c(Cl)c1,HU0038,HU,HU0038_HU
N#Cc1ccc(S(=O)(=O)Cl)cc1,HU0061,HU,HU0061_HU
O=S(=O)(Cl)c1cc(F)c(Br)cc1F,HU0181,HU,HU0181_HU
COc1cc(C)c(S(=O)(=O)Cl)c(C)c1C,HU0443,HU,HU0443_HU
O=S(=O)(Cl)c1ccc(Cl)s1,HU0049,HU,HU0049_HU
O=S(=O)(Cl)CCCCl,HU0162,HU,HU0162_HU
O=S(=O)(Cl)CCCl,HU0029,HU,HU0029_HU
O=S(=O)(Cl)c1cc(Br)c(F)cc1F,HU0190,HU,HU0190_HU
O=S(=O)(Cl)c1ccc(OC(F)(F)F)cc1,HU0044,HU,HU0044_HU
O=S(=O)(Cl)c1ccccc1Cl,HU0048,HU,HU0048_HU
O=S(=O)(Cl)c1c(Cl)cccc1Cl,HU0058,HU,HU0058_HU
O=S(=O)(Cl)c1ccc(F)c(F)c1,HU0081,HU,HU0081_HU
Cc1cnc2c(S(=O)(=O)Cl)cccc2c1,HU0388,HU,HU0388_HU
O=S(=O)(Cl)c1c(F)c(F)c(F)c(F)c1F,HU0009,HU,HU0009_HU
CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12,HU0002,HU,HU0002_HU
O=S(=O)(Cl)c1cn[nH]c1,HU0258,HU,HU0258_HU
O=S(=O)(Cl)c1cc(F)cc(F)c1,HU0100,HU,HU0100_HU
O=S(=O)(Cl)c1ccc(C(F)(F)F)cc1,HU0045,HU,HU0045_HU
O=C(O)c1cc(S(=O)(=O)Cl)ccc1F,HU0297,HU,HU0297_HU
CCCCCCCCCCCCS(=O)(=O)Cl,HU0325,HU,HU0325_HU
Cc1cc(C)c(S(=O)(=O)Cl)c(C)c1,HU0013,HU,HU0013_HU
O=S(=O)(Cl)c1ccc(Cl)cc1Cl,HU0065,HU,HU0065_HU
COc1ccc(Br)cc1S(=O)(=O)Cl,HU0385,HU,HU0385_HU
O=S(=O)(Cl)c1ccc2ccccc2c1,HU0003,HU,HU0003_HU
O=S(=O)(Cl)c1ccccc1Br,HU0055,HU,HU0055_HU
O=S(=O)(Cl)c1ccccc1OC(F)(F)F,HU0060,HU,HU0060_HU
O=S(=O)(Cl)c1ccc2c(c1)CCCC2,HU0260,HU,HU0260_HU
O=S(=O)(Cl)c1cccc(C(F)(F)F)c1,HU0034,HU,HU0034_HU
CCCS(=O)(=O)Cl,HU0030,HU,HU0030_HU
O=S(=O)(Cl)c1cc(Cl)ccc1Cl,HU0011,HU,HU0011_HU
O=C(O)c1ccc(S(=O)(=O)Cl)cc1,HU0178,HU,HU0178_HU
O=S(=O)(Cl)c1ccc(Cl)nc1,HU0290,HU,HU0290_HU
O=S(=O)(Cl)c1ccc(Cl)c(Cl)c1,HU0188,HU,HU0188_HU
O=S(=O)(Cl)c1cccs1,HU0005,HU,HU0005_HU
COc1ccc(S(=O)(=O)Cl)cc1OC,HU0053,HU,HU0053_HU
O=C(O)c1cccc(S(=O)(=O)Cl)c1,HU0175,HU,HU0175_HU
O=S(=O)(Cl)c1ccc(F)cc1Cl,HU0066,HU,HU0066_HU
O=S(=O)(Cl)c1ccc(Br)cc1Cl,HU0277,HU,HU0277_HU
O=S(=O)(Cl)c1cccc2cccnc12,HU0006,HU,HU0006_HU
O=S(=O)(Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,HU0184,HU,HU0184_HU
COCCOc1ccc(S(=O)(=O)Cl)cc1,HU0714,HU,HU0714_HU
O=[N+]([O-])c1cc(S(=O)(=O)Cl)ccc1Cl,HU0320,HU,HU0320_HU
Cc1noc(C)c1S(=O)(=O)Cl,HU0064,HU,HU0064_HU
COc1cc(C)c(C)cc1S(=O)(=O)Cl,HU0237,HU,HU0237_HU
O=S(=O)(Cl)c1cc(Cl)c(Cl)cc1Cl,HU0010,HU,HU0010_HU
O=S(=O)(Cl)c1cc(Br)ccc1Br,HU0187,HU,HU0187_HU
O=S(=O)(Cl)c1ccccc1F,HU0042,HU,HU0042_HU
O=S(=O)(Cl)c1cc(Cl)ccc1F,HU0112,HU,HU0112_HU
N#Cc1ccccc1S(=O)(=O)Cl,HU0062,HU,HU0062_HU
O=C1COc2ccc(S(=O)(=O)Cl)cc2N1,HU0229,HU,HU0229_HU
CNC(=O)c1ccc(S(=O)(=O)Cl)cc1,HU0395,HU,HU0395_HU
N#Cc1cccc(S(=O)(=O)Cl)c1,HU0084,HU,HU0084_HU
O=S(=O)(Cl)c1ccc2ncsc2c1,HU0107,HU,HU0107_HU
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Cl,HU0223,HU,HU0223_HU
CC(C)c1cc(C(C)C)c(S(=O)(=O)Cl)c(C(C)C)c1,HU0289,HU,HU0289_HU
O=S(=O)(Cl)c1cccc(F)c1,HU0043,HU,HU0043_HU
CC(C)c1ccc(S(=O)(=O)Cl)cc1,HU0041,HU,HU0041_HU
O=C1c2ccccc2C(=O)N1CCS(=O)(=O)Cl,HU0256,HU,HU0256_HU
O=S(=O)(Cl)c1ccc(Cl)cc1,HU0016,HU,HU0016_HU
O=S(=O)(Cl)c1ccc(Br)s1,HU0078,HU,HU0078_HU
O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1F,HU0249,HU,HU0249_HU
O=S(=O)(Cl)c1ccc(I)cc1,HU0017,HU,HU0017_HU
Cc1cccc(CS(=O)(=O)Cl)c1,HU0138,HU,HU0138_HU
O=S(=O)(Cl)c1cccc(OC(F)(F)F)c1,HU0210,HU,HU0210_HU
Cc1cc(C)cc(S(=O)(=O)Cl)c1,HU0118,HU,HU0118_HU
O=S(=O)(Cl)c1cccnc1Cl,HU0278,HU,HU0278_HU
Cc1cc(Br)ccc1S(=O)(=O)Cl,HU0205,HU,HU0205_HU
COc1ccc(F)cc1S(=O)(=O)Cl,HU0227,HU,HU0227_HU
CCS(=O)(=O)Cl,HU0028,HU,HU0028_HU
Cc1ccc(F)c(S(=O)(=O)Cl)c1,HU0130,HU,HU0130_HU
O=S(=O)(Cl)c1cc(Cl)cc(Cl)c1,HU0195,HU,HU0195_HU
O=S(=O)(Cl)c1ccc(F)c(Br)c1,HU0311,HU,HU0311_HU
O=S(=O)(Cl)c1ccc(F)cc1,HU0015,HU,HU0015_HU
CC(C)(C)c1ccc(S(=O)(=O)Cl)cc1,HU0020,HU,HU0020_HU
COc1cc([N+](=O)[O-])ccc1S(=O)(=O)Cl,HU0257,HU,HU0257_HU
COC(=O)c1cccc(S(=O)(=O)Cl)c1,HU0243,HU,HU0243_HU
Cc1cccc(S(=O)(=O)Cl)c1,HU0052,HU,HU0052_HU
CCCCOc1ccc(S(=O)(=O)Cl)cc1,HU0218,HU,HU0218_HU
Cc1ccc(CS(=O)(=O)Cl)cc1,HU0096,HU,HU0096_HU
COc1ccc(S(=O)(=O)Cl)c(F)c1,HU0713,HU,HU0713_HU
O=S(=O)(Cl)c1cccc(Cl)c1,HU0051,HU,HU0051_HU
O=[N+]([O-])c1cccc(CS(=O)(=O)Cl)c1,HU0483,HU,HU0483_HU
COc1ccc(S(=O)(=O)Cl)cc1Br,HU0266,HU,HU0266_HU
COc1cc(C)c(Cl)cc1S(=O)(=O)Cl,HU0238,HU,HU0238_HU
O=S(=O)(Cl)C(Cl)(Cl)Cl,HU0401,HU,HU0401_HU
O=S(=O)(Cl)CCC(F)(F)F,HU0148,HU,HU0148_HU
CC1(C)[C@H]2CC[C@]1(CS(=O)(=O)Cl)C(=O)C2,HU0071,HU,HU0071_HU
O=S(=O)(Cl)c1ccc(Br)c(F)c1,HU0244,HU,HU0244_HU
O=S(=O)(Cl)c1ccccn1,HU0098,HU,HU0098_HU
O=S(=O)(Cl)c1ccc(O)cc1,HU0459,HU,HU0459_HU
COc1cc(Br)c(F)cc1S(=O)(=O)Cl,HU2649,HU,HU2649_HU
O=S(=O)(Cl)c1ccc(Br)cc1OC(F)(F)F,HU0182,HU,HU0182_HU
O=S(=O)(Cl)c1ccc(-c2ccc(Cl)cc2)cc1,HU0304,HU,HU0304_HU
COc1ccc(OC)c(S(=O)(=O)Cl)c1,HU0035,HU,HU0035_HU
N#Cc1cc(S(=O)(=O)Cl)ccc1F,HU0109,HU,HU0109_HU
O=S(=O)(Cl)c1ccc(Cl)c(C(F)(F)F)c1,HU0347,HU,HU0347_HU
O=C(OCc1ccccc1)N1CCC(CS(=O)(=O)Cl)CC1,HU0370,HU,HU0370_HU
Cc1ccc(F)cc1S(=O)(=O)Cl,HU0067,HU,HU0067_HU
O=S(=O)(Cl)c1cc(Cl)c(F)cc1F,HU0176,HU,HU0176_HU
O=S(=O)(Cl)c1cc(C(F)(F)F)ccc1Br,HU0404,HU,HU0404_HU
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Cl)ccc3OCC)nc12,HU0319,HU,HU0319_HU
O=S(=O)(Cl)c1ccc(-c2ccccc2)cc1,HU0077,HU,HU0077_HU
O=S(=O)(Cl)c1ccc(F)cc1C(F)(F)F,HU0263,HU,HU0263_HU
O=[N+]([O-])c1ccc(CS(=O)(=O)Cl)cc1,HU0300,HU,HU0300_HU
O=S(=O)(Cl)c1ccc(Br)cc1F,HU0196,HU,HU0196_HU
Cc1cc(C)c(C)c(S(=O)(=O)Cl)c1C,HU0033,HU,HU0033_HU
O=S(=O)(Cl)c1ccc(CBr)cc1,HU0211,HU,HU0211_HU
NC(=O)c1ccc(S(=O)(=O)Cl)cc1,HU0683,HU,HU0683_HU
O=S(=O)(Cl)c1cncc(Br)c1,HU0301,HU,HU0301_HU
COc1cccc(S(=O)(=O)Cl)c1,HU0090,HU,HU0090_HU
O=S(=O)(Cl)c1ccc(OC(F)F)cc1,HU0110,HU,HU0110_HU
O=S(=O)(Cl)c1cccc2ccccc12,HU0001,HU,HU0001_HU
O=S(=O)(Cl)c1cccc(Cl)c1F,HU0113,HU,HU0113_HU
CCc1ccc(S(=O)(=O)Cl)cc1,HU0039,HU,HU0039_HU
Cc1ccc(S(=O)(=O)Cl)cc1Cl,HU0085,HU,HU0085_HU
Cc1ccc(C)c(S(=O)(=O)Cl)c1,HU0037,HU,HU0037_HU
O=S(=O)(Cl)c1c(F)cccc1F,HU0079,HU,HU0079_HU
O=S(=O)(Cl)c1cc(F)c(F)c(F)c1,HU0116,HU,HU0116_HU
CCOC(=O)CS(=O)(=O)Cl,HU0462,HU,HU0462_HU
CC(=O)Nc1nc(C)c(S(=O)(=O)Cl)s1,HU0232,HU,HU0232_HU
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Cl)cc1,HU0317,HU,HU0317_HU
CCCCS(=O)(=O)Cl,HU0031,HU,HU0031_HU
O=S(=O)(Cl)c1cccc2scnc12,HU1756,HU,HU1756_HU
O=S(=O)(Cl)c1cc(F)ccc1F,HU0069,HU,HU0069_HU
O=S(=O)(Cl)c1cccc(Br)n1,HU0468,HU,HU0468_HU
O=C(O)c1cc(S(=O)(=O)Cl)ccc1Cl,HU0339,HU,HU0339_HU
COc1ccc(S(=O)(=O)Cl)cc1,HU0019,HU,HU0019_HU
Cc1ccc(S(=O)(=O)Cl)cc1[N+](=O)[O-],HU0207,HU,HU0207_HU
CCCCc1ccc(S(=O)(=O)Cl)cc1,HU0390,HU,HU0390_HU
COC(=O)c1cc(S(=O)(=O)Cl)ccc1F,HU0734,HU,HU0734_HU
O=S(=O)(Cl)c1cc(F)c(F)cc1F,HU0076,HU,HU0076_HU
O=S(=O)(Cl)c1ccc(Br)c(Cl)c1,HU0354,HU,HU0354_HU
O=S(=O)(Cl)C1CCOCC1,HU0151,HU,HU0151_HU
O=C(OCc1ccccc1)N1CCC(S(=O)(=O)Cl)CC1,HU0376,HU,HU0376_HU
Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)(=O)Cl)cc1,HU0444,HU,HU0444_HU
O=S(=O)(Cl)c1ccc2c(c1)OCCO2,HU0103,HU,HU0103_HU
O=S(=O)(Cl)c1cc(Br)c(Br)s1,HU0272,HU,HU0272_HU
O=S(=O)(Cl)c1c(Cl)cc(Cl)cc1Cl,HU0215,HU,HU0215_HU
Cc1nn(C)cc1S(=O)(=O)Cl,HU0653,HU,HU0653_HU
O=[N+]([O-])c1ccc(S(=O)(=O)Cl)c(Cl)c1,HU0337,HU,HU0337_HU
Cc1n[nH]c(C)c1S(=O)(=O)Cl,HU0265,HU,HU0265_HU
O=C(O)c1ccc(Cl)c(S(=O)(=O)Cl)c1,HU0321,HU,HU0321_HU
COc1ccc(S(=O)(=O)Cl)c(OC)c1,HU0070,HU,HU0070_HU
CC(=O)N(C)c1ccc(S(=O)(=O)Cl)cc1,HU1257,HU,HU1257_HU
CCCc1ccc(S(=O)(=O)Cl)cc1,HU0040,HU,HU0040_HU
COCCS(=O)(=O)Cl,HU0155,HU,HU0155_HU
COc1ccccc1S(=O)(=O)Cl,HU0099,HU,HU0099_HU
COC(=O)CS(=O)(=O)Cl,HU0075,HU,HU0075_HU
O=S(=O)(Cl)c1ccc(Cl)cn1,HU0467,HU,HU0467_HU
CC(=O)Nc1cc(C)c(S(=O)(=O)Cl)cc1C,HU0686,HU,HU0686_HU
O=S(=O)(Cl)c1ccc2c(c1)OCO2,HU0146,HU,HU0146_HU
O=S(=O)(Cl)c1ccc(F)c(F)c1F,HU0080,HU,HU0080_HU
Cc1c(Cl)cccc1S(=O)(=O)Cl,HU0057,HU,HU0057_HU
CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1Cl,HU0296,HU,HU0296_HU
COC(=O)c1ccccc1S(=O)(=O)Cl,HU0032,HU,HU0032_HU
Cc1cnc(Cl)c(S(=O)(=O)Cl)c1,HU1666,HU,HU1666_HU
