smiles,wxid,subset,reagent_id
Cc1cc(/N=N/c2ccccc2C)ccc1N,AG2930,AG,AG2930_AG
COc1cc(NC(=O)c2ccccc2)c(OC)cc1N,AG2936,AG,AG2936_AG
Nc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,AG2938,AG,AG2938_AG
Nc1ccc2c(c1)OCCOCCOCCOCCO2,AG2940,AG,AG2940_AG
Nc1ccc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1,AG2941,AG,AG2941_AG
COC(=O)c1ccc2cc(N)ccc2c1,AG2942,AG,AG2942_AG
Nc1c(Cl)cc(Br)cc1Br,AG2958,AG,AG2958_AG
CCCCCCCC(=O)c1ccc(N)cc1,AG2993,AG,AG2993_AG
Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,AG3009,AG,AG3009_AG
CC(=O)c1cc(N)cc(C(C)=O)c1,AG3012,AG,AG3012_AG
CC(C)(C)Sc1ccccc1N,AG3026,AG,AG3026_AG
Cc1ccccc1NC(=O)c1ccccc1N,AG3029,AG,AG3029_AG
Nc1c(Br)cccc1C(F)(F)F,AG3031,AG,AG3031_AG
CC(=O)c1ccc(N)cc1Cl,AG3035,AG,AG3035_AG
COc1cccc(N)c1I,AG3037,AG,AG3037_AG
CC(C)(C)OC(=O)c1ccc(N)c(F)c1,AG3054,AG,AG3054_AG
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N,AG3062,AG,AG3062_AG
Nc1c(Br)cc(C(F)(F)F)cc1I,AG3068,AG,AG3068_AG
COc1c(N)cc(Br)cc1F,AG3070,AG,AG3070_AG
Nc1ccc(SC(F)(F)F)c(Cl)c1,AG3073,AG,AG3073_AG
COc1cc(Br)c(Cl)cc1N,AG3077,AG,AG3077_AG
COC(=O)c1cc(F)c(Cl)cc1N,AG3079,AG,AG3079_AG
CCOC(=O)c1cc(F)c(F)cc1N,AG3080,AG,AG3080_AG
COC(=O)c1ccc(N)c(Cl)c1,AG3084,AG,AG3084_AG
COC(=O)c1cc(C)c(N)c([N+](=O)[O-])c1,AG3086,AG,AG3086_AG
CC(C)Oc1cc(F)ccc1N,AG3104,AG,AG3104_AG
COC(=O)c1cc(C)c(C)cc1N,AG3106,AG,AG3106_AG
CCc1ccc(Cl)cc1N,AG3110,AG,AG3110_AG
COC(=O)c1ccc(N)cc1S(N)(=O)=O,AG3115,AG,AG3115_AG
Nc1ccc(F)c2ccccc12,AG3118,AG,AG3118_AG
COC(=O)C(C)c1ccc(N)cc1,AG3123,AG,AG3123_AG
Nc1c(Br)cc(Cl)cc1OC(F)(F)F,AG3125,AG,AG3125_AG
Nc1cc(Cl)cc([N+](=O)[O-])c1,AG3127,AG,AG3127_AG
COc1cc(N)cc(C#N)c1,AG3131,AG,AG3131_AG
Nc1ccc(-c2ncco2)cc1,AG3134,AG,AG3134_AG
N#Cc1c(N)cc(Br)cc1F,AG3139,AG,AG3139_AG
COc1cc(C)c(N)cc1Br,AG3145,AG,AG3145_AG
Cc1cccc(CO)c1N,AG3155,AG,AG3155_AG
COC(=O)c1cc(Cl)c(N)cc1OC,AG3156,AG,AG3156_AG
Cc1ccc(N)c(-c2ccccc2)c1,AG3158,AG,AG3158_AG
Nc1ccc(I)cc1I,AG3163,AG,AG3163_AG
Nc1cccc(S(=O)(=O)C(F)(F)F)c1,AG3165,AG,AG3165_AG
COC(=O)c1ccc(N)c(F)c1F,AG3172,AG,AG3172_AG
Nc1ccc(-c2ccsc2)cc1,AG3176,AG,AG3176_AG
COc1cc(N)c(Br)cc1F,AG3179,AG,AG3179_AG
Nc1cc(F)c(Br)cc1Br,AG3182,AG,AG3182_AG
Nc1cc(Cl)c(Br)cc1Cl,AG3186,AG,AG3186_AG
CCc1ccc(N)c(Br)c1,AG3187,AG,AG3187_AG
CCOC(=O)c1ccc(N)cc1F,AG3189,AG,AG3189_AG
Cc1cccc(N)c1I,AG3190,AG,AG3190_AG
Nc1cc(I)ccc1F,AG3196,AG,AG3196_AG
Nc1cc(F)c(Cl)cc1F,AG3198,AG,AG3198_AG
COC(=O)c1cc(Br)cc([N+](=O)[O-])c1N,AG3202,AG,AG3202_AG
Nc1cccc(Br)c1Cl,AG3205,AG,AG3205_AG
Nc1c(F)cccc1N1CCCCC1,AG3219,AG,AG3219_AG
Nc1c(F)cccc1N1CCCC1,AG3221,AG,AG3221_AG
Nc1ccc(I)c(F)c1F,AG3306,AG,AG3306_AG
Cc1cccc(N)c1Cl,AG3308,AG,AG3308_AG
CC(C)(C)OC(=O)c1ccccc1N,AG3310,AG,AG3310_AG
C[Si](C)(C)C#Cc1cccc(N)c1,AG3312,AG,AG3312_AG
Cc1ccc(N)c(C)c1Br,AG3313,AG,AG3313_AG
Nc1cc(F)c(Br)cc1[N+](=O)[O-],AG3316,AG,AG3316_AG
Nc1c([N+](=O)[O-])cc(F)cc1C(F)(F)F,AG3318,AG,AG3318_AG
N#Cc1ccc(F)c(F)c1N,AG3325,AG,AG3325_AG
Nc1cc(F)c(Cl)cc1I,AG3328,AG,AG3328_AG
Cc1cc(NC(=O)OC(C)(C)C)ccc1N,AG3335,AG,AG3335_AG
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1N,AG3343,AG,AG3343_AG
CC(C)(C)OC(=O)Nc1ccc(F)c(N)c1,AG3345,AG,AG3345_AG
COc1cc([N+](=O)[O-])c(N)cc1F,AG3362,AG,AG3362_AG
COC(=O)c1c(F)cc(Br)c(N)c1F,AG3365,AG,AG3365_AG
Cc1c(Br)cc(Br)c(N)c1Br,AG3386,AG,AG3386_AG
Nc1ccccc1-c1cccnc1,AG3390,AG,AG3390_AG
CNc1cccc(N)c1,AG3393,AG,AG3393_AG
Nc1cccc2c1CCN2,AG3397,AG,AG3397_AG
Nc1cccc2c(Br)ccnc12,AG3401,AG,AG3401_AG
CSc1ccc(N)c(F)c1,AG3403,AG,AG3403_AG
COc1c(N)ccc(F)c1F,AG3404,AG,AG3404_AG
N#Cc1cc(OC(F)(F)F)ccc1N,AG3405,AG,AG3405_AG
COC(=O)c1cc(N)c(C)c(Br)c1,AG3407,AG,AG3407_AG
COc1cc(Br)c([N+](=O)[O-])cc1N,AG3408,AG,AG3408_AG
CCOC(=O)Cc1ccc(N)c([N+](=O)[O-])c1,AG3409,AG,AG3409_AG
COC(=O)c1cc(F)c(N)cc1F,AG3410,AG,AG3410_AG
CCOC(=O)c1cc(Br)c(N)c(I)c1,AG3412,AG,AG3412_AG
N#Cc1c(N)cc(F)cc1F,AG3420,AG,AG3420_AG
COC(=O)c1cc(F)cc(F)c1N,AG3421,AG,AG3421_AG
Nc1cc(Cl)c(Br)c(C(F)(F)F)c1,AG3425,AG,AG3425_AG
Nc1cccc(O)c1Br,AG3445,AG,AG3445_AG
Cc1cc(F)c([N+](=O)[O-])cc1N,AG3451,AG,AG3451_AG
N#Cc1ccc(Br)c(N)c1,AG3454,AG,AG3454_AG
CN1CCc2ccc(N)cc2C1,AG3486,AG,AG3486_AG
Cc1cc2ccc(N)cc2[nH]1,AG3487,AG,AG3487_AG
CCOC(=O)c1cc(OC)c(OC)cc1N,AG3490,AG,AG3490_AG
COC(=O)c1ccc(N)c(C#N)c1,AG3514,AG,AG3514_AG
Nc1ccc(Cl)cc1-c1ccccc1,AG3524,AG,AG3524_AG
CCOC(=O)Cc1ccc(F)c(N)c1,AG3532,AG,AG3532_AG
COc1cc(N)ccc1N1CCC(N2CCN(C)CC2)CC1,AG3536,AG,AG3536_AG
COc1ccc(S(=O)(=O)F)cc1N,AG3541,AG,AG3541_AG
Nc1c(F)ccc(Br)c1F,AG3551,AG,AG3551_AG
CC(=O)c1cccc(Cl)c1N,AG3557,AG,AG3557_AG
Nc1ccc(F)cc1OCc1ccccc1,AG3565,AG,AG3565_AG
N#Cc1ccc(N)c(C#N)c1,AG3568,AG,AG3568_AG
N#Cc1c(Cl)ccc(N)c1Cl,AG3570,AG,AG3570_AG
Nc1cc(Br)cc(I)c1,AG3581,AG,AG3581_AG
COC(=O)c1ccc(O)cc1N,AG3584,AG,AG3584_AG
N#Cc1cc(Cl)c(Cl)cc1N,AG3588,AG,AG3588_AG
Nc1c(F)cc(F)c(F)c1[N+](=O)[O-],AG3602,AG,AG3602_AG
Cc1cc(N)ccc1C(F)(F)F,AG3604,AG,AG3604_AG
Cc1cc(N)c(I)cc1F,AG3606,AG,AG3606_AG
Nc1c(Br)ccc(F)c1F,AG3609,AG,AG3609_AG
Nc1cc(Br)cc2ccccc12,AG3616,AG,AG3616_AG
CCOc1cc(C(=O)OC)c(N)cc1OC,AG3627,AG,AG3627_AG
COC(=O)c1cccc(N)c1OC,AG3633,AG,AG3633_AG
COC(=O)c1ccc(N)cc1C(F)(F)F,AG3640,AG,AG3640_AG
CCOC(=O)c1ccc(N)cc1C(F)(F)F,AG3641,AG,AG3641_AG
Cc1cc(F)cc(N)c1Br,AG3643,AG,AG3643_AG
COC(=O)Cc1ccc(N)c([N+](=O)[O-])c1,AG3665,AG,AG3665_AG
NC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1,AG3692,AG,AG3692_AG
Cc1ccc2c(N)cccc2c1,AG3710,AG,AG3710_AG
Cc1cccc2cccc(N)c12,AG3711,AG,AG3711_AG
Cc1ccc(N)cc1NC(=O)OC(C)(C)C,AG3713,AG,AG3713_AG
Nc1cc(Br)cc(Cl)c1O,AG3730,AG,AG3730_AG
COC(=O)c1cc(C#N)cc(C)c1N,AG3743,AG,AG3743_AG
Nc1ccc(S(=O)(=O)N=c2cncc(Cl)[nH]2)cc1,AG3747,AG,AG3747_AG
COc1cc(N2CCC(N(C)C)CC2)ccc1N,AG3766,AG,AG3766_AG
Nc1ccc(S(=O)(=O)C2CC2)cc1,AG3768,AG,AG3768_AG
Nc1cc2cc[nH]c2cc1F,AG3777,AG,AG3777_AG
C=CC(=O)Nc1cccc(N)c1,AG3781,AG,AG3781_AG
COC(=O)/C=C/c1cccc(N)c1,AG3798,AG,AG3798_AG
Nc1c(Br)cc([N+](=O)[O-])c2ccccc12,AG3799,AG,AG3799_AG
Nc1cccc2cccc(Cl)c12,AG3804,AG,AG3804_AG
Nc1cccc2cccc(Br)c12,AG3806,AG,AG3806_AG
Nc1c(Cl)ccc(Cl)c1Cl,AG3813,AG,AG3813_AG
NC(=O)c1ccc(N)cc1F,AG3821,AG,AG3821_AG
Nc1ccc(Cl)c(Cl)c1I,AG3853,AG,AG3853_AG
CCCc1ccc(-c2ccc(N)cc2)cc1,AG3862,AG,AG3862_AG
COC(=O)NC(=S)Nc1ccccc1N,AG3865,AG,AG3865_AG
COC(=O)c1ccc(N)cc1C(=O)OC,AG3891,AG,AG3891_AG
Nc1c(Br)cc(O)c2c1C(=O)c1ccccc1C2=O,AG3895,AG,AG3895_AG
Nc1ccc2[nH]c3ccccc3c2c1,AG3898,AG,AG3898_AG
Nc1cc(Cl)c(N)c(Cl)c1,AG3913,AG,AG3913_AG
COc1cc([N+](=O)[O-])c(N)cc1Br,AG3915,AG,AG3915_AG
COC(=O)C=Cc1ccccc1N,AG3918,AG,AG3918_AG
COc1cc([N+](=O)[O-])c(C)cc1N,AG3922,AG,AG3922_AG
Nc1ccc(NC(=O)c2ccccc2)cc1,AG3925,AG,AG3925_AG
NC(=S)c1ccc(N)cc1,AG3931,AG,AG3931_AG
CCOC(=O)c1cc(Br)c(N)c([N+](=O)[O-])c1,AG3936,AG,AG3936_AG
Cc1cc([N+](=O)[O-])cc(Br)c1N,AG3948,AG,AG3948_AG
CCCCNC(=O)c1cccc(N)c1,AG3970,AG,AG3970_AG
CC(C)(C)c1ccc(N)cc1[N+](=O)[O-],AG3973,AG,AG3973_AG
CS(=O)(=O)c1ccc(N)c(Cl)c1,AG3990,AG,AG3990_AG
Nc1ccc(F)cc1C(=O)c1ccccc1,AG3996,AG,AG3996_AG
Nc1cc(O)c(Cl)cc1Cl,AG3998,AG,AG3998_AG
Nc1cccc2c([N+](=O)[O-])cccc12,AG4010,AG,AG4010_AG
COC(=O)c1ccc(N)cc1[N+](=O)[O-],AG4011,AG,AG4011_AG
Nc1ccc(S(=O)(=O)N2CCCC2)cc1,AG4019,AG,AG4019_AG
Nc1ccc(-c2nc3ccccc3o2)cc1,AG4028,AG,AG4028_AG
CCN(CC)C(=O)c1ccc(N)cc1,AG4035,AG,AG4035_AG
CCCCNC(=O)c1ccccc1N,AG4037,AG,AG4037_AG
Nc1ccc(-c2nc3ccccc3[nH]2)cc1,AG4039,AG,AG4039_AG
Nc1cccc(CF)c1,AG4045,AG,AG4045_AG
Nc1ccc(S(=O)(=O)c2ccccc2)cc1,AG4050,AG,AG4050_AG
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,AG4053,AG,AG4053_AG
Nc1cc(Cl)c(Cl)cc1Br,AG4055,AG,AG4055_AG
CN(C)C(=O)c1ccc(N)cc1,AG4058,AG,AG4058_AG
Nc1cccc2c1OC(F)(F)O2,AG4069,AG,AG4069_AG
CN1CCN(C(=O)c2ccc(N)cc2)CC1,AG4078,AG,AG4078_AG
COC(=O)c1ccc(N)cc1Br,AG4082,AG,AG4082_AG
Nc1cccc2c(Cl)cccc12,AG4089,AG,AG4089_AG
Nc1ccc(S(F)(F)(F)(F)F)cc1,AG4091,AG,AG4091_AG
Nc1cc(Cl)cc(Cl)c1[N+](=O)[O-],AG4101,AG,AG4101_AG
Cc1cc(N)ccc1I,AG4115,AG,AG4115_AG
CN1C(=O)COc2ccc(N)cc21,AG4125,AG,AG4125_AG
Nc1ccc(O)c(C(F)(F)F)c1,AG4127,AG,AG4127_AG
COc1c(C)cc(N)cc1C,AG4128,AG,AG4128_AG
Cc1c(Cl)ccc(N)c1Cl,AG4178,AG,AG4178_AG
Nc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,AG4205,AG,AG4205_AG
CC(C)NS(=O)(=O)c1ccc(N)cc1,AG4220,AG,AG4220_AG
Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1,AG4221,AG,AG4221_AG
N#Cc1ccc(N)cc1Br,AG4223,AG,AG4223_AG
CNS(=O)(=O)c1cc(OC)c(N)cc1C,AG4237,AG,AG4237_AG
CS(=O)(=O)c1ccc(C(F)(F)F)cc1N,AG4248,AG,AG4248_AG
COC(=O)c1cccc(-c2ccccc2N)c1,AG4253,AG,AG4253_AG
Nc1cc(C(F)(F)F)c(Br)c(C(F)(F)F)c1,AG4279,AG,AG4279_AG
Nc1ccc(I)cc1OC(F)(F)F,AG4310,AG,AG4310_AG
Nc1c(Br)cc(Br)cc1CO,AG4318,AG,AG4318_AG
CC(C)(C)OC(=O)Cc1ccc(N)cc1,AG4319,AG,AG4319_AG
Nc1ccc(OCCN2CCCCC2)cc1,AG4356,AG,AG4356_AG
COC(=O)c1cc(N)c2cn[nH]c2c1,AG4377,AG,AG4377_AG
Nc1cccc2[nH]nc(I)c12,AG4381,AG,AG4381_AG
Cc1cc(N)ccc1N1CCN(C)CC1,AG4396,AG,AG4396_AG
COCCOc1ccccc1N,AG4405,AG,AG4405_AG
Nc1c(Cl)ccc2c1OCO2,AG4412,AG,AG4412_AG
N#Cc1cc(Cl)cc(Br)c1N,AG4413,AG,AG4413_AG
COC(=O)c1cc(Br)c(N)c([N+](=O)[O-])c1,AG4427,AG,AG4427_AG
Nc1cc(Br)ccc1OCc1ccccc1,AG4434,AG,AG4434_AG
Nc1ccc(OCc2ccccc2)c(F)c1,AG4435,AG,AG4435_AG
CCOC(=O)c1ccc(N)cc1C,AG4448,AG,AG4448_AG
Nc1cccc2c(I)n[nH]c12,AG4450,AG,AG4450_AG
CCOC(=O)c1cc(N)ccc1F,AG4468,AG,AG4468_AG
Nc1cccc2c1C(=O)NC2,AG4509,AG,AG4509_AG
Nc1ccc(I)c(Br)c1,AG4520,AG,AG4520_AG
Nc1c(F)cc([N+](=O)[O-])cc1Br,AG4521,AG,AG4521_AG
Cc1c(Br)cc(Cl)c(N)c1Cl,AG4523,AG,AG4523_AG
Nc1cc(F)c(Cl)c(F)c1,AG4530,AG,AG4530_AG
CC(C)(C)NS(=O)(=O)c1ccccc1N,AG4536,AG,AG4536_AG
CCNS(=O)(=O)c1ccccc1N,AG4537,AG,AG4537_AG
COC(=O)c1cc(Cl)c(N)c([N+](=O)[O-])c1,AG4552,AG,AG4552_AG
COC(=O)c1cc(Br)c(F)cc1N,AG4574,AG,AG4574_AG
Nc1cccc2cnc(Cl)cc12,AG4586,AG,AG4586_AG
Cc1cc(N)cc(C)c1O,AG4594,AG,AG4594_AG
CCOC(=O)c1cc(OC)ccc1N,AG4628,AG,AG4628_AG
Nc1c(Br)ccc2ncccc12,AG4639,AG,AG4639_AG
Nc1ccc(Br)c2ncccc12,AG4640,AG,AG4640_AG
N#Cc1cc(F)c(N)cc1Cl,AG4641,AG,AG4641_AG
Nc1cc(F)c([N+](=O)[O-])cc1F,AG4655,AG,AG4655_AG
Nc1cc(Br)c(F)c(C(F)(F)F)c1,AG4658,AG,AG4658_AG
Nc1ccc(Br)c(-c2ccccc2)c1,AG4670,AG,AG4670_AG
COC(=O)[C@H](Cc1ccc(N)cc1)NC(=O)OC(C)(C)C,AG4686,AG,AG4686_AG
COc1cc(F)c(Br)cc1N,AG4709,AG,AG4709_AG
CCCCS(=O)(=O)c1ccc(N)cc1,AG4726,AG,AG4726_AG
COC(=O)c1cc(N)c(Cl)cc1Br,AG4771,AG,AG4771_AG
COc1cc(Br)c(C)cc1N,AG4777,AG,AG4777_AG
CC1(C)CCC(C)(C)c2cc(N)ccc21,AG4803,AG,AG4803_AG
Nc1cc2[nH]ccc2cc1Cl,AG4816,AG,AG4816_AG
Cc1cc(N)c(Cl)cc1C,AG4884,AG,AG4884_AG
COC(=O)c1ccc(N)c(OC(F)(F)F)c1,AG4889,AG,AG4889_AG
CN(c1ccccc1N)S(C)(=O)=O,AG4914,AG,AG4914_AG
Nc1c(Cl)cc(OC(F)(F)F)cc1Br,AG4917,AG,AG4917_AG
Cc1cc(N)c([N+](=O)[O-])cc1Br,AG4922,AG,AG4922_AG
Nc1ccc2nc(Cl)cnc2c1,AG4926,AG,AG4926_AG
Nc1cc(F)cc(F)c1Br,AG4929,AG,AG4929_AG
Cc1cc(F)c(Cl)cc1N,AG4940,AG,AG4940_AG
CC(=O)c1cc(Br)cc(Br)c1N,AG4952,AG,AG4952_AG
COC(=O)c1cc(N)ccc1I,AG4965,AG,AG4965_AG
COc1cc(Cl)cc(Br)c1N,AG4993,AG,AG4993_AG
Nc1cccc(OC(F)(F)F)c1O,AG5002,AG,AG5002_AG
Nc1ccc(F)c(I)c1,AG5005,AG,AG5005_AG
Nc1cc([N+](=O)[O-])c(Br)cc1Cl,AG5021,AG,AG5021_AG
Cc1c(Cl)ccc(Cl)c1N,AG5097,AG,AG5097_AG
COc1cc(N)c(F)c(OC)c1,AG5107,AG,AG5107_AG
CCc1ccc(N)cc1Cl,AG5131,AG,AG5131_AG
COC(=O)c1c(C)cc(N)cc1C,AG5134,AG,AG5134_AG
COC(=O)Cc1ccc(N)c(O)c1,AG5135,AG,AG5135_AG
N#Cc1cc(N)ccc1C(F)(F)F,AG5136,AG,AG5136_AG
Cc1cc(I)c(F)cc1N,AG5156,AG,AG5156_AG
Nc1ccc(C(F)(F)F)c2cccnc12,AG5254,AG,AG5254_AG
Cc1cc(Br)cc(F)c1N,AG5300,AG,AG5300_AG
Nc1c(I)cc(Cl)cc1[N+](=O)[O-],AG5314,AG,AG5314_AG
Nc1cc(SC(F)(F)F)ccc1O,AG5339,AG,AG5339_AG
COC(=O)c1cc(N)c(C)cc1F,AG5344,AG,AG5344_AG
N#Cc1ccc(Br)c(F)c1N,AG5399,AG,AG5399_AG
CC(C)(C)OC(=O)N1CCC[C@@H](c2ccc(N)cc2)C1,AG5414,AG,AG5414_AG
COc1cc2c(cc1OC)CN(CCc1ccc(N)cc1)CC2,AG5481,AG,AG5481_AG
COc1cc(Cl)cc([N+](=O)[O-])c1N,AG5488,AG,AG5488_AG
COC(=O)c1c(N)cc(Br)cc1F,AG5499,AG,AG5499_AG
Nc1ccccc1S(=O)(=O)F,AG5545,AG,AG5545_AG
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,AG5563,AG,AG5563_AG
COc1cc(S(N)(=O)=O)ccc1N,AG5603,AG,AG5603_AG
COc1cc(N)c([N+](=O)[O-])cc1OC,AG5609,AG,AG5609_AG
Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1,AG5638,AG,AG5638_AG
COc1ccc(NC(=O)c2ccccc2N)cc1,AG5733,AG,AG5733_AG
Cn1c(=O)n(C)c2cc(N)ccc21,AG5740,AG,AG5740_AG
Nc1ccc(C(=O)Nc2ccccc2Cl)cc1,AG5748,AG,AG5748_AG
Nc1ccccc1-c1nc2ccccc2s1,AG5800,AG,AG5800_AG
NC(=S)c1ccccc1N,AG5807,AG,AG5807_AG
CN(C)S(=O)(=O)c1ccc(Cl)c(N)c1,AG6011,AG,AG6011_AG
Nc1ccc(Cn2cccn2)cc1,AG6207,AG,AG6207_AG
Nc1ccc(Oc2cccnc2)c(Cl)c1,AG6318,AG,AG6318_AG
Nc1ccc(-c2ccno2)cc1,AG6354,AG,AG6354_AG
CCCCN(C)S(=O)(=O)c1ccc(N)cc1,AG6492,AG,AG6492_AG
Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1,AG6622,AG,AG6622_AG
Nc1cccc(-n2cnnc2)c1,AG6638,AG,AG6638_AG
COc1cc(N)c(Br)cc1Br,AG6660,AG,AG6660_AG
Nc1ccc(CS(N)(=O)=O)cc1,AG6664,AG,AG6664_AG
Cc1cc(C(N)=O)ccc1N,AG6668,AG,AG6668_AG
Cc1cc(Cl)c(N)c([N+](=O)[O-])c1,AG6669,AG,AG6669_AG
Nc1ccc(Oc2ccc(F)cc2)c(Cl)c1,AG6735,AG,AG6735_AG
Nc1ccc(Cn2ccccc2=O)cc1,AG7044,AG,AG7044_AG
COc1ccnc2c(N)cccc12,AG7170,AG,AG7170_AG
Nc1c2c(cc3c1CCC3)CCC2,AG7503,AG,AG7503_AG
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N,AG7514,AG,AG7514_AG
Cc1cc2cn[nH]c2cc1N,AG7629,AG,AG7629_AG
Nc1ccc(F)c(C(F)F)c1,AG7696,AG,AG7696_AG
Nc1cccc(Br)c1CO,AG7700,AG,AG7700_AG
CN(C)c1ccc(N)cc1C(F)(F)F,AG7728,AG,AG7728_AG
CC(C)Oc1ccc(Br)cc1N,AG7888,AG,AG7888_AG
Nc1ccc2ccoc2c1,AG8016,AG,AG8016_AG
CN1CCOc2ccc(N)cc21,AG8082,AG,AG8082_AG
CSc1ccc(N)cc1F,AG8095,AG,AG8095_AG
Nc1ccc(OC(F)F)c(F)c1,AG8130,AG,AG8130_AG
COc1c(Cl)cc(N)cc1Cl,AG8249,AG,AG8249_AG
COC(=O)c1cc(F)cc(Cl)c1N,AG8603,AG,AG8603_AG
N#Cc1cccc(I)c1N,AG8899,AG,AG8899_AG
Nc1ccccc1-c1cc(F)c(F)c(F)c1,AG8939,AG,AG8939_AG
Cc1cc(N)ccc1C(=O)OC(C)(C)C,AG9117,AG,AG9117_AG
Nc1cccc(Br)c1I,AG9179,AG,AG9179_AG
Nc1ccc(Br)c(I)c1,AG9180,AG,AG9180_AG
COc1cc(N)cc(O)c1,AG9277,AG,AG9277_AG
COC(=O)CCc1cccc(N)c1,AG9322,AG,AG9322_AG
COC(=O)c1cc(Br)cc(N)c1Cl,AG9332,AG,AG9332_AG
CNC(=O)c1cc(Br)ccc1N,AG9363,AG,AG9363_AG
COc1cc(Br)cc([N+](=O)[O-])c1N,AG9368,AG,AG9368_AG
COC(=O)c1cc(F)c(C)cc1N,AG9426,AG,AG9426_AG
Cc1ccc2[nH]ncc2c1N,AG9545,AG,AG9545_AG
CC(F)(F)c1cccc(N)c1,AG9668,AG,AG9668_AG
COC(=O)c1cc(F)c(N)c(F)c1,AG9727,AG,AG9727_AG
Nc1cccc(C(O)C(F)(F)F)c1,AG9753,AG,AG9753_AG
Nc1ccc(C(O)C(F)(F)F)cc1,AG9799,AG,AG9799_AG
N#CC1(c2ccc(N)cc2)CCOCC1,AG9931,AG,AG9931_AG
COC(=O)c1c(Br)ccc(N)c1C,AG9961,AG,AG9961_AG
Nc1cc(Cl)cc(Cl)c1F,AG9979,AG,AG9979_AG
Cc1c(Br)ccc(N)c1F,AGA169,AG,AGA169_AG
Nc1ccccc1C(O)c1ccccc1,AG00098,AG,AG00098_AG
CCCCCCCOc1ccc(N)cc1,AG00101,AG,AG00101_AG
Nc1ccc(-c2cnc[nH]2)cc1,AG00102,AG,AG00102_AG
Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,AG00103,AG,AG00103_AG
Nc1ccc(N2CCCCCC2)cc1,AG00104,AG,AG00104_AG
Nc1cccc(Cl)c1N1CCCCC1,AG00105,AG,AG00105_AG
CN(C)CCOc1ccc(Cl)cc1N,AG00106,AG,AG00106_AG
Nc1ccc(Oc2ccc(F)cc2)c(F)c1,AG00107,AG,AG00107_AG
Cc1cc(Oc2ccc(F)c(F)c2)ccc1N,AG00108,AG,AG00108_AG
Nc1ccc(Oc2ccccc2F)c(F)c1,AG00109,AG,AG00109_AG
Nc1ccc(Oc2ccccc2Cl)c(Cl)c1,AG00110,AG,AG00110_AG
Nc1ccc(C(=O)Nc2ccc(F)cc2)cc1,AG00111,AG,AG00111_AG
Cc1ccc(Cl)cc1NC(=O)c1ccc(N)cc1,AG00112,AG,AG00112_AG
CC1CCN(c2c(N)cccc2Cl)CC1,AG00113,AG,AG00113_AG
Nc1ccc2nonc2c1,AG00114,AG,AG00114_AG
Nc1ccc2ccc(O)cc2c1,AG00115,AG,AG00115_AG
Nc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,AG00116,AG,AG00116_AG
Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1Br,AG00117,AG,AG00117_AG
Cc1ccc(N)cc1OCc1ccccc1,AG00119,AG,AG00119_AG
Nc1cccc2scnc12,AG00120,AG,AG00120_AG
Nc1ccc(Cc2ccccn2)cc1,AG00121,AG,AG00121_AG
Cn1ccc(-c2ccc(N)cc2)n1,AG00122,AG,AG00122_AG
Nc1ccc(O)c2ccccc12,AG00123,AG,AG00123_AG
Nc1cc(Br)cc2cc[nH]c12,AG00124,AG,AG00124_AG
Nc1cc(F)c(O)c(F)c1,AG00125,AG,AG00125_AG
Nc1ccc2c(O)nccc2c1,AG00126,AG,AG00126_AG
Cn1ccnc1-c1cccc(N)c1,AG00127,AG,AG00127_AG
Nc1ccccc1Cl,AG00129,AG,AG00129_AG
Nc1ccc(Oc2ccc(C(F)(F)F)cn2)c(Cl)c1,AG00130,AG,AG00130_AG
Nc1cccc(-c2cccc(Cl)c2)c1,AG00131,AG,AG00131_AG
Nc1ccc(N(CCO)CCO)cc1,AG00132,AG,AG00132_AG
Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,AG00135,AG,AG00135_AG
Nc1c(Cl)ccc(O)c1Cl,AG00136,AG,AG00136_AG
Nc1cccc([N+](=O)[O-])c1,AG00138,AG,AG00138_AG
CN(C)c1ccc(N)cc1,AG00139,AG,AG00139_AG
CCN(CC)c1ccc(N)c(C)c1,AG00141,AG,AG00141_AG
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,AG00142,AG,AG00142_AG
CCc1ccc(N)c(O)c1,AG00146,AG,AG00146_AG
COc1ccc2ccccc2c1N,AG00152,AG,AG00152_AG
COc1ccc(N2CCOCC2)cc1N,AG00153,AG,AG00153_AG
